MAG_ID	Completeness	Contamination	Contigs_num	tRNA_num	rRNA_num	Quality
F4864_bin_26	71.56	4.07	586	28	0	Medium-quality
F4930_bin_1	71.56	1.75	695	25	0	Medium-quality
F5138_bin_1	71.56	1.01	622	20	1	Medium-quality
F4595_bin_48	71.57	2.28	284	21	0	Medium-quality
F4993_bin_2	71.57	2.15	277	16	0	Medium-quality
F5372_bin_8	71.58	1.48	404	23	2	Medium-quality
F4286_bin_3	71.6	2.33	406	13	1	Medium-quality
F5525_bin_41	71.6	3.28	311	21	2	Medium-quality
F4661_bin_19	71.62	1.82	431	30	0	Medium-quality
F5094_bin_23	71.63	1.12	77	25	1	Medium-quality
F5612_bin_42	71.63	0.4	278	27	0	Medium-quality
S60106B_bin_37	71.63	1.34	289	20	0	Medium-quality
S63506B_bin_17	71.63	1.06	342	19	0	Medium-quality
F5641_bin_47	71.64	3.36	336	20	1	Medium-quality
QHF6-unmapped_bin_328	71.65	0.88	252	36	0	Medium-quality
S133204A_bin_32	71.65	2.42	340	17	0	Medium-quality
S38404A_bin_19	71.65	2.65	169	20	1	Medium-quality
F4656_bin_4	71.66	1.24	421	17	0	Medium-quality
S127906A_bin_6	71.66	0.83	159	33	0	Medium-quality
F4948_bin_17	71.67	1.14	371	29	0	Medium-quality
QHF6-unmapped_bin_568	71.67	3.86	206	31	0	Medium-quality
F5571_bin_25	71.68	2.13	441	26	0	Medium-quality
F4690_bin_88	71.7	2.15	235	24	1	Medium-quality
F4969_bin_39	71.7	1.44	248	24	0	Medium-quality
LW1-s150761_bin_3	71.7	0	31	27	1	Medium-quality
Tibetan-s3800-12F_bin_3	71.7	2.83	335	32	1	Medium-quality
S77806B_bin_30	71.72	0.42	314	26	0	Medium-quality
F5113_bin_44	71.74	3.24	163	24	1	Medium-quality
F4679_bin_54	71.75	2.8	603	29	1	Medium-quality
F5457_bin_60	71.75	3.03	302	11	0	Medium-quality
F4399_bin_3	71.77	3.67	210	32	0	Medium-quality
F5179_bin_42	71.77	1.34	408	10	1	Medium-quality
F5385_bin_41	71.77	3.33	611	33	4	Medium-quality
QHF6-unmapped_bin_201	71.77	1.01	40	27	2	Medium-quality
F4563_bin_5	71.78	1.22	120	17	1	Medium-quality
F4665_bin_35	71.81	1.58	467	20	0	Medium-quality
S29410A_bin_7	71.81	2.01	484	11	0	Medium-quality
Boar-s2_bin_48	71.83	4.95	511	28	0	Medium-quality
C4978_bin_25	71.83	0	219	12	1	Medium-quality
F4954_bin_38	71.83	0.58	332	21	0	Medium-quality
Tibetan-s3480-40M_bin_12	71.83	0.84	649	26	0	Medium-quality
Boar-s5_bin_36	71.85	0	51	45	2	Medium-quality
F4978_bin_22	71.85	4.94	650	15	1	Medium-quality
F5446_bin_16	71.85	0	254	7	0	Medium-quality
F5345_bin_35	71.87	1.33	66	14	0	Medium-quality
LW2-s126572_bin_47	71.87	1.23	481	15	1	Medium-quality
S38404A_bin_74	71.87	0.19	310	19	0	Medium-quality
Duroc-High7_bin_22	71.88	0.04	48	35	0	Medium-quality
S159812A_bin_14	71.88	1.52	269	45	2	Medium-quality
Tibetan-s3800-53F_bin_17	71.89	1.4	358	13	0	Medium-quality
F4969_bin_49	71.9	1.23	146	20	0	Medium-quality
F5560_bin_27	71.9	1.19	248	17	0	Medium-quality
QHF6-unmapped_bin_642	71.91	3.83	189	9	1	Medium-quality
Tibetan-s1400-30F_bin_23	71.91	0.11	163	46	8	Medium-quality
F4873_bin_11	71.92	0.78	213	11	1	Medium-quality
F5107_bin_25	71.93	0.88	146	15	0	Medium-quality
F5181_bin_6	71.93	1.51	545	23	0	Medium-quality
BL-unmapped_bin_266	71.94	2.52	253	7	1	Medium-quality
QHF6-unmapped_bin_127	71.94	3.02	76	31	1	Medium-quality
BL-unmapped_bin_182	71.95	0.84	177	9	0	Medium-quality
QHF6-unmapped_bin_478	71.95	1.1	57	23	0	Medium-quality
F5224_bin_26	71.96	1.68	270	15	1	Medium-quality
BL-unmapped_bin_300	72	4.23	139	18	1	Medium-quality
F5163_bin_22	72	0	265	25	0	Medium-quality
S6202B_bin_4	72	1.68	484	20	0	Medium-quality
BL-unmapped_bin_146	72.01	3.36	443	15	0	Medium-quality
S107802B_bin_45	72.01	1.57	347	10	1	Medium-quality
C5042_bin_23	72.02	1.91	286	13	0	Medium-quality
F5403_bin_63	72.02	2.99	420	24	0	Medium-quality
F5446_bin_24	72.02	3.93	90	20	1	Medium-quality
QHF6-unmapped_bin_511	72.04	0	67	28	0	Medium-quality
F5313_bin_45	72.05	0.54	233	11	0	Medium-quality
BL-unmapped_bin_289	72.06	1.45	275	19	0	Medium-quality
S133506B_bin_28	72.06	2.57	348	13	0	Medium-quality
S136810B_bin_38	72.06	1.74	557	19	0	Medium-quality
F4881_bin_13	72.09	1.75	96	27	0	Medium-quality
Duroc-Low6_bin_36	72.1	1.12	325	32	5	Medium-quality
F5248_bin_58	72.13	3.08	389	19	2	Medium-quality
QHF6-unmapped_bin_316	72.13	1.01	157	6	0	Medium-quality
Tibetan-s3800-18M_bin_7	72.13	2.64	417	21	1	Medium-quality
Tibetan-s3480-29M_bin_9	72.16	0	161	26	1	Medium-quality
F5372_bin_53	72.17	4.03	366	28	0	Medium-quality
S46608B_bin_44	72.18	1.72	336	21	1	Medium-quality
F4660_bin_31	72.19	2.24	29	39	1	Medium-quality
F4981_bin_8	72.2	0.89	323	8	0	Medium-quality
F5072_bin_28	72.2	3.87	348	15	0	Medium-quality
Tibetan-s1400-38F_bin_3	72.2	0.93	409	14	0	Medium-quality
F4903_bin_17	72.21	0.85	415	16	0	Medium-quality
F5012_bin_50	72.22	2.01	252	30	1	Medium-quality
F5071_bin_36	72.23	0.45	400	22	1	Medium-quality
S28902A_bin_35	72.23	0.09	469	23	2	Medium-quality
F4704_bin_21	72.24	1.57	517	21	0	Medium-quality
QHF6-unmapped_bin_126	72.24	0	129	17	0	Medium-quality
S38404A_bin_60	72.24	2.69	327	11	0	Medium-quality
F5153_bin_40	72.26	3.16	339	21	0	Medium-quality
F5453_bin_26	72.27	2.01	363	16	2	Medium-quality
F5642_bin_8	72.28	1.86	333	25	0	Medium-quality
S58506A_bin_3	72.28	0.04	146	14	1	Medium-quality
F4888_bin_20	72.32	2.68	518	24	0	Medium-quality
W5021_bin_29	72.34	1.08	233	17	0	Medium-quality
F4840_bin_10	72.37	0.1	295	23	1	Medium-quality
F5242_bin_33	72.37	2.59	496	29	2	Medium-quality
Tibetan-s3800-53F_bin_27	72.39	0.67	485	20	0	Medium-quality
BL-unmapped_bin_101	72.41	0	160	6	0	Medium-quality
Duroc-Low3_bin_6	72.41	0	413	32	1	Medium-quality
Duroc.SH-FCR.LM4_bin_2	72.41	0	140	35	0	Medium-quality
F4659_bin_21	72.41	0	412	24	0	Medium-quality
F4842_bin_19	72.41	2.59	374	48	3	Medium-quality
I4930_bin_6	72.41	0	317	31	0	Medium-quality
F5179_bin_52	72.42	4.49	112	13	1	Medium-quality
BL-unmapped_bin_148	72.43	0	337	26	0	Medium-quality
F5403_bin_27	72.44	2.86	275	22	0	Medium-quality
C4975_bin_24	72.45	2.86	376	20	1	Medium-quality
F5372_bin_25	72.45	2.02	302	14	0	Medium-quality
BL-unmapped_bin_141	72.46	3.36	260	16	0	Medium-quality
F4979_bin_32	72.46	1.17	328	28	1	Medium-quality
F5366_bin_11	72.46	1.68	276	36	0	Medium-quality
F4950_bin_46	72.47	4.93	97	19	0	Medium-quality
S60108A_bin_33	72.47	2.41	597	26	0	Medium-quality
Tibetan-s3800-53F_bin_33	72.49	1.34	178	20	0	Medium-quality
Tibetan-s3480-28F_bin_17	72.51	3.81	324	35	0	Medium-quality
Duroc-High5_bin_27	72.52	1.85	218	25	2	Medium-quality
F4390_bin_16	72.52	0.82	153	54	0	Medium-quality
LW1-s150947_bin_33	72.52	1.16	326	24	0	Medium-quality
F5131_bin_27	72.54	1.57	287	35	2	Medium-quality
F5288_bin_15	72.54	1.01	137	17	0	Medium-quality
F5023_bin_23	72.57	2.62	548	25	0	Medium-quality
F5256_bin_63	72.59	1.34	359	21	0	Medium-quality
S107802B_bin_56	72.59	0	487	37	0	Medium-quality
S80312B_bin_26	72.59	1.14	435	23	0	Medium-quality
F5290_bin_46	72.62	0.5	371	28	4	Medium-quality
S127912A_bin_10	72.62	3.06	387	10	0	Medium-quality
Boar-s7_bin_46	72.64	4.11	146	30	0	Medium-quality
S46608B_bin_11	72.64	0.6	236	39	1	Medium-quality
S29410A_bin_5	72.65	1.68	412	19	1	Medium-quality
S38404A_bin_53	72.65	1.79	386	19	1	Medium-quality
F4390_bin_48	72.66	0.67	297	13	0	Medium-quality
F4872_bin_27	72.66	3.51	371	22	0	Medium-quality
S80312B_bin_22	72.66	2.01	372	17	1	Medium-quality
C5039_bin_45	72.67	2.99	222	23	0	Medium-quality
F4905_bin_65	72.68	3.54	427	17	1	Medium-quality
F5142_bin_17	72.69	3.41	404	21	1	Medium-quality
S142704B_bin_19	72.7	0.92	360	29	0	Medium-quality
F5429_bin_46	72.73	0.91	573	37	0	Medium-quality
F5635_bin_43	72.76	0.85	340	17	0	Medium-quality
F5525_bin_37	72.79	0.67	136	19	0	Medium-quality
F4664_bin_8	72.81	0.05	343	32	1	Medium-quality
F5138_bin_43	72.81	2.63	376	22	2	Medium-quality
F4556_bin_49	72.83	4.09	390	46	0	Medium-quality
QHF6-unmapped_bin_533	72.83	3.02	151	26	2	Medium-quality
Boar-s35_bin_11	72.85	0.07	160	30	0	Medium-quality
Boar-s8_bin_50	72.86	4.48	263	26	0	Medium-quality
F4983_bin_25	72.86	3.04	638	30	0	Medium-quality
F5114_bin_3	72.86	0.17	290	22	0	Medium-quality
Tibetan-s3800-19M_bin_10	72.86	0.93	344	22	1	Medium-quality
F4679_bin_8	72.87	0.78	237	33	0	Medium-quality
Duroc-High8_bin_28	72.88	0.86	145	4	1	Medium-quality
F4661_bin_4	72.88	0.84	347	13	1	Medium-quality
Laiwu-LwJeOb_bin_4	72.88	0.59	305	33	0	Medium-quality
F4661_bin_22	72.89	3.04	543	28	0	Medium-quality
Duroc-High3_bin_40	72.92	2.59	385	46	1	Medium-quality
S133204A_bin_26	72.92	1.96	354	21	0	Medium-quality
LW2-s127153_bin_12	72.98	2.02	112	8	0	Medium-quality
F5307_bin_33	72.99	0.51	284	28	2	Medium-quality
F5348_bin_43	72.99	2.35	435	33	0	Medium-quality
LW1-s151260_bin_42	72.99	2.94	511	29	0	Medium-quality
Duroc-Low3_bin_34	73	0.89	394	34	1	Medium-quality
QHF6-unmapped_bin_348	73	0	144	25	0	Medium-quality
F4554_bin_7	73.01	2.56	534	21	0	Medium-quality
F4881_bin_16	73.01	1.33	130	16	1	Medium-quality
F4922_bin_19	73.02	2.68	431	17	0	Medium-quality
F4952_bin_16	73.03	1.99	548	15	1	Medium-quality
F5641_bin_24	73.04	2.01	221	17	0	Medium-quality
S28902A_bin_40	73.04	3.45	236	18	1	Medium-quality
F5457_bin_1	73.08	0	26	42	2	Medium-quality
F4658_bin_52	73.09	3.58	370	25	0	Medium-quality
C4974_bin_18	73.1	4.3	466	23	0	Medium-quality
F4972_bin_3	73.1	2.15	290	14	0	Medium-quality
F5511_bin_19	73.1	0.71	560	15	0	Medium-quality
I5640_bin_20	73.1	0.73	419	38	1	Medium-quality
S77806A_bin_39	73.1	3.46	570	23	0	Medium-quality
Duroc.SH-FCR.HF2_bin_1	73.11	2.97	402	25	0	Medium-quality
BL-unmapped_bin_58	73.12	1.61	284	40	1	Medium-quality
S96308A_bin_12	73.13	2.52	396	16	1	Medium-quality
BL-unmapped_bin_234	73.15	1.34	282	18	0	Medium-quality
Duroc-High8_bin_31	73.15	1.12	155	29	0	Medium-quality
Laiwu-LwCeLe_bin_5	73.15	0	209	36	1	Medium-quality
F4726_bin_23	73.16	0	202	26	0	Medium-quality
F5647_bin_21	73.16	1.07	192	25	5	Medium-quality
F5432_bin_38	73.17	3.24	539	26	7	Medium-quality
S53008A_bin_74	73.17	1.68	220	25	0	Medium-quality
BL-unmapped_bin_32	73.19	1.99	273	6	0	Medium-quality
F5012_bin_18	73.19	1.91	291	8	0	Medium-quality
F5018_bin_64	73.2	1.34	79	33	0	Medium-quality
F5612_bin_4	73.2	1.17	88	15	0	Medium-quality
F4988_bin_56	73.21	4.25	374	21	0	Medium-quality
QHF6-unmapped_bin_654	73.21	3.85	142	26	0	Medium-quality
S95008B_bin_15	73.21	2.67	42	17	0	Medium-quality
F4979_bin_27	73.22	2.86	339	16	0	Medium-quality
F4791_bin_40	73.23	2.52	259	21	1	Medium-quality
BL-unmapped_bin_269	73.24	1.34	106	18	1	Medium-quality
F5356_bin_5	73.24	0.37	58	34	0	Medium-quality
QHF6-unmapped_bin_257	73.24	0	231	19	2	Medium-quality
S50506B_bin_16	73.24	0.84	78	45	10	Medium-quality
Tibetan-s3800-48F_bin_15	73.24	3.4	417	25	0	Medium-quality
QHF6-unmapped_bin_395	73.28	2.42	200	34	0	Medium-quality
S41004A_bin_34	73.28	0	410	22	0	Medium-quality
LW1-s150947_bin_25	73.3	1.01	417	17	0	Medium-quality
S129704B_bin_39	73.32	2.01	626	37	1	Medium-quality
F5138_bin_41	73.34	1.68	524	26	0	Medium-quality
F5449_bin_39	73.34	4.57	482	7	1	Medium-quality
S72204A_bin_42	73.35	2.73	408	23	0	Medium-quality
F5135_bin_30	73.36	0.48	216	21	0	Medium-quality
F4924_bin_44	73.38	1.61	270	23	8	Medium-quality
F5021_bin_59	73.38	2.51	53	25	2	Medium-quality
LW2-s126572_bin_2	73.38	4.46	700	34	1	Medium-quality
W5021_bin_74	73.39	0	142	53	7	Medium-quality
F5046_bin_23	73.4	0	279	37	0	Medium-quality
QHF6-unmapped_bin_485	73.42	4.36	230	20	0	Medium-quality
C5071_bin_37	73.43	1.72	555	46	0	Medium-quality
F5354_bin_13	73.44	1.86	296	25	0	Medium-quality
Laiwu-LwIlOb_bin_2	73.45	0.56	20	66	0	Medium-quality
F4872_bin_33	73.48	1.69	569	18	1	Medium-quality
BL-unmapped_bin_296	73.49	4.81	327	13	0	Medium-quality
S159812A_bin_15	73.49	2.2	517	30	0	Medium-quality
S80312B_bin_57	73.49	1.19	545	18	0	Medium-quality
F4595_bin_4	73.5	3.42	185	38	0	Medium-quality
Tibetan-s3800-48F_bin_11	73.53	0.5	217	20	0	Medium-quality
S29410A_bin_2	73.54	0.25	172	42	1	Medium-quality
Boar-s18_bin_14	73.55	3.72	274	57	3	Medium-quality
F4656_bin_15	73.56	0.86	324	10	1	Medium-quality
F4960_bin_80	73.56	2.91	425	12	0	Medium-quality
S93310B_bin_5	73.56	1.59	368	23	2	Medium-quality
F5125_bin_24	73.57	3.02	383	38	2	Medium-quality
F5316_bin_19	73.57	1.51	495	29	2	Medium-quality
QHF6-unmapped_bin_468	73.57	0.13	108	16	1	Medium-quality
S101306A_bin_21	73.57	0.95	363	23	0	Medium-quality
S80312B_bin_25	73.57	2.57	266	28	0	Medium-quality
BL-unmapped_bin_175	73.58	0.7	326	20	0	Medium-quality
F5446_bin_51	73.58	2.93	204	23	1	Medium-quality
LW1-s151246_bin_14	73.58	1.88	169	39	2	Medium-quality
QHF6-unmapped_bin_103	73.58	0.12	12	25	1	Medium-quality
Duroc.SH-FCR.LM4_bin_3	73.59	2.99	392	48	1	Medium-quality
F5131_bin_14	73.59	4.31	627	20	1	Medium-quality
F5366_bin_28	73.59	2.54	325	22	1	Medium-quality
F4679_bin_27	73.6	1.12	79	17	0	Medium-quality
F4987_bin_26	73.6	1.69	74	31	0	Medium-quality
F5054_bin_11	73.61	0.57	310	20	0	Medium-quality
F5106_bin_35	73.61	0.68	209	26	1	Medium-quality
Duroc-High5_bin_8	73.62	4.31	520	21	1	Medium-quality
F4872_bin_7	73.62	2.82	388	40	1	Medium-quality
LW1-s151260_bin_8	73.62	1.35	167	45	1	Medium-quality
S75706A_bin_23	73.62	1.72	235	31	1	Medium-quality
F4675_bin_41	73.63	0.84	340	27	0	Medium-quality
F4890_bin_11	73.64	0.7	45	33	0	Medium-quality
F5218_bin_72	73.64	2.84	294	25	2	Medium-quality
F5419_bin_19	73.65	0.22	330	11	1	Medium-quality
QHF6-unmapped_bin_574	73.65	2.16	142	9	1	Medium-quality
F4650_bin_23	73.66	3.13	243	20	2	Medium-quality
F4846_bin_19	73.66	2.8	270	28	0	Medium-quality
LW1-s151070_bin_12	73.67	1.6	460	27	0	Medium-quality
F5046_bin_10	73.69	1.98	216	14	7	Medium-quality
F5107_bin_42	73.69	1.1	326	19	2	Medium-quality
F4556_bin_40	73.7	3.49	646	22	1	Medium-quality
Duroc-Low3_bin_33	73.71	3.3	360	42	0	Medium-quality
LW1-s151250_bin_42	73.74	1.07	294	36	1	Medium-quality
F5355_bin_43	73.75	0.89	76	30	0	Medium-quality
Tibetan-s3480-3M_bin_10	73.75	3.45	509	32	0	Medium-quality
F4657_bin_55	73.76	0.58	59	34	1	Medium-quality
F5332_bin_45	73.76	3.39	103	33	0	Medium-quality
F4958_bin_6	73.77	1.85	263	37	0	Medium-quality
LW1-s150947_bin_11	73.77	0.38	51	34	0	Medium-quality
F5125_bin_7	73.79	1.73	508	25	0	Medium-quality
F5313_bin_39	73.79	4.43	621	6	0	Medium-quality
F4460_bin_34	73.81	1.36	439	12	0	Medium-quality
F5403_bin_43	73.81	1.62	356	13	1	Medium-quality
S71402B_bin_30	73.82	2	188	25	1	Medium-quality
F4960_bin_15	73.85	4.66	129	22	0	Medium-quality
Duroc-High2_bin_15	73.86	1.82	377	46	1	Medium-quality
F5072_bin_9	73.88	3.47	750	15	0	Medium-quality
S159812B_bin_25	73.88	1.14	260	29	0	Medium-quality
S181206A_bin_44	73.88	4.95	550	28	0	Medium-quality
W4936_bin_37	73.89	1.09	195	12	1	Medium-quality
I4978_bin_5	73.91	3.04	521	7	8	Medium-quality
S80312B_bin_13	73.91	3.39	413	22	1	Medium-quality
F5288_bin_31	73.92	0.75	395	20	0	Medium-quality
F5417_bin_35	73.93	2.81	113	22	0	Medium-quality
F5602_bin_2	73.93	3.31	81	28	0	Medium-quality
F5589_bin_19	73.94	1.77	187	26	0	Medium-quality
S57008B_bin_11	73.96	0.71	424	21	0	Medium-quality
S60108A_bin_23	73.96	1.47	557	22	0	Medium-quality
F4560_bin_13	73.99	2.98	113	31	0	Medium-quality
F5097_bin_32	73.99	1.68	369	15	0	Medium-quality
F4664_bin_42	74.01	0.81	157	34	0	Medium-quality
S142704A_bin_19	74.01	0.9	338	28	0	Medium-quality
F4655_bin_52	74.05	0.81	355	34	1	Medium-quality
F5240_bin_17	74.05	1.23	367	8	0	Medium-quality
Boar-s2_bin_35	74.06	0	36	39	5	Medium-quality
F5143_bin_4	74.07	0.48	306	30	0	Medium-quality
F4924_bin_16	74.08	0.95	562	17	0	Medium-quality
F5210_bin_12	74.08	1.48	535	19	1	Medium-quality
QHF6-unmapped_bin_554	74.08	3.45	236	18	0	Medium-quality
F5510_bin_47	74.09	0.51	342	14	2	Medium-quality
C4982_bin_35	74.1	0.07	240	27	0	Medium-quality
Duroc-Low5_bin_14	74.12	0.11	518	31	0	Medium-quality
F5447_bin_26	74.12	2.06	377	18	2	Medium-quality
F5647_bin_63	74.12	2.12	167	23	0	Medium-quality
BL-unmapped_bin_274	74.13	2.93	473	31	0	Medium-quality
F5106_bin_61	74.13	0	190	27	0	Medium-quality
F4894_bin_43	74.14	2.59	246	77	1	Medium-quality
F5302_bin_11	74.14	2.13	243	17	2	Medium-quality
S60108A_bin_3	74.14	2.54	551	12	0	Medium-quality
Tibetan-s1400-43F_bin_16	74.14	1.72	184	39	0	Medium-quality
Duroc-Low7_bin_18	74.15	1.87	583	17	1	Medium-quality
F4372_bin_10	74.16	3.69	304	9	8	Medium-quality
F4724_bin_36	74.16	1.61	286	27	0	Medium-quality
BL-unmapped_bin_150	74.17	0	349	20	0	Medium-quality
BL-unmapped_bin_359	74.19	4.47	563	13	1	Medium-quality
F5084_bin_25	74.19	0.67	69	48	1	Medium-quality
Duroc-High7_bin_20	74.2	2.27	407	28	0	Medium-quality
F5478_bin_34	74.2	1.01	340	14	1	Medium-quality
QHF6-unmapped_bin_180	74.2	2.99	278	16	0	Medium-quality
F5497_bin_17	74.21	2.21	515	15	1	Medium-quality
C5071_bin_20	74.24	0.44	378	28	0	Medium-quality
S60106B_bin_16	74.24	0.6	380	37	0	Medium-quality
F5181_bin_44	74.25	1.72	493	23	0	Medium-quality
LW2-s126572_bin_50	74.25	2.91	174	20	0	Medium-quality
QHF6-unmapped_bin_311	74.26	0.12	105	30	0	Medium-quality
F5235_bin_41	74.27	0	127	12	0	Medium-quality
Tibetan-s1005M_bin_8	74.28	1.81	299	16	0	Medium-quality
QHF6-unmapped_bin_124	74.29	0	199	15	0	Medium-quality
Tibetan-s1400-38F_bin_11	74.29	3.54	427	29	0	Medium-quality
F5355_bin_49	74.3	0.81	318	15	0	Medium-quality
Duroc-Low8_bin_47	74.31	1.72	449	60	1	Medium-quality
F4958_bin_5	74.31	1.93	438	25	3	Medium-quality
S38902B_bin_14	74.31	4.12	470	33	0	Medium-quality
Tibetan-s3006F_bin_3	74.31	1.86	190	21	4	Medium-quality
S80312B_bin_10	74.32	1.45	93	25	1	Medium-quality
F5647_bin_1	74.33	3.26	354	21	0	Medium-quality
F5114_bin_22	74.34	1.14	361	19	0	Medium-quality
S114106B_bin_42	74.34	0.34	310	27	0	Medium-quality
Duroc-High8_bin_26	74.37	2.14	264	25	1	Medium-quality
F4903_bin_10	74.38	0	128	23	2	Medium-quality
F4941_bin_37	74.38	0.34	295	17	2	Medium-quality
F5478_bin_28	74.39	3.39	702	37	1	Medium-quality
F5115_bin_39	74.41	2.17	222	23	1	Medium-quality
F5399_bin_46	74.41	1.9	446	19	1	Medium-quality
Duroc-Low8_bin_48	74.42	1.42	269	15	0	Medium-quality
I5640_bin_30	74.43	0.67	318	28	1	Medium-quality
F4962_bin_39	74.44	4.09	327	17	0	Medium-quality
F4941_bin_27	74.45	1.05	266	11	5	Medium-quality
F5309_bin_32	74.45	2.92	310	25	1	Medium-quality
S108604B_bin_48	74.45	4.7	400	14	1	Medium-quality
S95012B_bin_28	74.45	1.68	305	19	1	Medium-quality
F5352_bin_33	74.46	2.04	169	24	0	Medium-quality
F4942_bin_12	74.47	3.45	568	17	1	Medium-quality
F5032_bin_45	74.47	2.2	338	20	2	Medium-quality
S21310A_bin_47	74.49	2.71	536	19	0	Medium-quality
F4972_bin_31	74.5	0.04	225	32	0	Medium-quality
F4658_bin_34	74.51	1.44	333	32	0	Medium-quality
F5500_bin_25	74.51	1.68	460	20	0	Medium-quality
Tibetan-s3800-8M_bin_13	74.52	1.18	321	31	3	Medium-quality
Tibetan-s3480-40M_bin_24	74.53	1.9	305	28	0	Medium-quality
F5629_bin_1	74.54	0.68	311	31	0	Medium-quality
Duroc-Low6_bin_2	74.55	1.34	252	31	0	Medium-quality
F5485_bin_27	74.55	0	301	11	0	Medium-quality
QHF6-unmapped_bin_319	74.55	0	133	24	1	Medium-quality
Boar-s23_bin_2	74.56	1.75	329	32	1	Medium-quality
LW2-s126575_bin_13	74.56	0	80	31	0	Medium-quality
Tibetan-s3480-29M_bin_21	74.57	1.42	235	25	1	Medium-quality
Tibetan-s3800-12F_bin_30	74.59	0.71	195	20	1	Medium-quality
S46608B_bin_10	74.6	2.28	545	24	0	Medium-quality
F4582_bin_11	74.63	0.67	68	45	1	Medium-quality
F4706_bin_16	74.64	0.73	324	15	0	Medium-quality
Duroc-High8_bin_49	74.65	2.16	315	26	1	Medium-quality
Duroc-Low8_bin_45	74.65	2.48	196	35	0	Medium-quality
S114106A_bin_35	74.65	1.6	230	24	6	Medium-quality
S159812B_bin_28	74.66	3.91	313	22	0	Medium-quality
Boar-s35_bin_24	74.67	3.41	473	30	1	Medium-quality
F5155_bin_59	74.67	2.03	627	23	1	Medium-quality
QHF6-unmapped_bin_163	74.7	1.18	174	15	0	Medium-quality
F4664_bin_41	74.72	0.67	355	21	1	Medium-quality
F4960_bin_67	74.72	2.25	118	26	0	Medium-quality
F5054_bin_28	74.72	0	75	33	2	Medium-quality
F5505_bin_7	74.73	4.56	254	25	1	Medium-quality
F4889_bin_2	74.77	2.04	397	22	12	Medium-quality
F5018_bin_24	74.77	1.46	579	18	0	Medium-quality
F5370_bin_44	74.77	1.68	278	20	0	Medium-quality
Duroc-High4_bin_23	74.81	0	371	19	1	Medium-quality
F4844_bin_31	74.81	0.69	359	29	1	Medium-quality
F5307_bin_16	74.81	2.07	592	15	0	Medium-quality
F5218_bin_29	74.84	0.75	397	21	0	Medium-quality
F5449_bin_28	74.84	3.33	106	25	0	Medium-quality
F5634_bin_8	74.84	2.61	347	28	0	Medium-quality
F4399_bin_32	74.86	1.48	456	24	0	Medium-quality
Boar-s10_bin_10	74.87	2.97	453	23	7	Medium-quality
F4943_bin_10	74.88	0.02	53	29	2	Medium-quality
S108604B_bin_11	74.88	1.61	359	26	0	Medium-quality
F5372_bin_17	74.89	0.85	369	17	0	Medium-quality
F4958_bin_46	74.9	1.24	371	27	0	Medium-quality
QHF6-unmapped_bin_415	74.9	1.68	155	21	1	Medium-quality
F4946_bin_24	74.92	0.67	362	19	0	Medium-quality
F5432_bin_55	74.93	0.92	358	38	1	Medium-quality
QHF6-unmapped_bin_266	74.96	2.09	289	28	0	Medium-quality
F4656_bin_18	74.97	0.39	322	18	0	Medium-quality
S101306A_bin_33	74.98	1.85	487	24	0	Medium-quality
S38404A_bin_42	74.98	2.1	431	17	3	Medium-quality
BL-unmapped_bin_145	75	0	155	20	0	Medium-quality
F5457_bin_21	75	0	311	28	0	Medium-quality
F4675_bin_58	75.02	4.78	633	14	1	Medium-quality
F4552_bin_3	75.03	2.59	328	44	0	Medium-quality
F5412_bin_13	75.03	1.61	329	34	1	Medium-quality
F5487_bin_25	75.03	4	98	30	0	Medium-quality
F4974_bin_29	75.08	1.89	316	32	0	Medium-quality
F5419_bin_7	75.08	3.13	385	18	0	Medium-quality
F4692_bin_31	75.09	1.34	51	45	1	Medium-quality
LW1-s151714_bin_28	75.09	2.45	456	28	2	Medium-quality
Duroc-Low3_bin_21	75.1	1.33	321	26	0	Medium-quality
F5054_bin_15	75.15	0.17	366	26	0	Medium-quality
F5236_bin_5	75.15	3.81	493	23	0	Medium-quality
F5032_bin_83	75.16	2.59	164	31	0	Medium-quality
QHF6-unmapped_bin_20	75.16	1.01	209	13	0	Medium-quality
QHF6-unmapped_bin_71	75.16	0	110	18	1	Medium-quality
F4331_bin_4	75.17	0	404	14	0	Medium-quality
F4596_bin_61	75.21	1.2	307	34	1	Medium-quality
F5635_bin_34	75.21	2.62	464	33	0	Medium-quality
F4399_bin_14	75.23	1.75	168	22	1	Medium-quality
QHF6-unmapped_bin_345	75.23	1.61	172	15	0	Medium-quality
BL-unmapped_bin_241	75.24	0.59	572	20	0	Medium-quality
F5106_bin_23	75.24	3.55	308	15	0	Medium-quality
Boar-s2_bin_3	75.25	1.05	350	29	1	Medium-quality
QHF6-unmapped_bin_553	75.27	0.34	108	32	0	Medium-quality
Duroc.SH-FCR.HF3_bin_13	75.29	0.23	153	18	0	Medium-quality
Tibetan-s1400-27M_bin_17	75.29	4.53	566	32	1	Medium-quality
F4889_bin_15	75.3	2.58	572	24	1	Medium-quality
I5021_bin_13	75.3	1	218	6	0	Medium-quality
QHF6-unmapped_bin_668	75.32	1.34	191	17	0	Medium-quality
F4390_bin_43	75.33	0.02	57	31	2	Medium-quality
F5163_bin_13	75.33	3.02	103	35	0	Medium-quality
F5571_bin_45	75.33	1.23	71	30	1	Medium-quality
C4950_bin_18	75.34	2.07	331	31	0	Medium-quality
